Content Type,Asset ID,Partner Revenue
UGC,A947170446517314,0.158649
UGC,A361672417997327,0.158189
UGC,A677854422196161,0.157628
UGC,A159915009662510,0.155748
UGC,A907607391040733,0.155462
UGC,A267356616121122,0.154646
UGC,A493618571359920,0.154152
UGC,A113917714681187,0.153144
UGC,A918945918048989,0.153143
UGC,A457256640774909,0.153142
UGC,A657804352267450,0.152128
UGC,A742185882204635,0.150754
UGC,A875374319299155,0.149309
UGC,A960306228763225,0.147471
UGC,A699247455030355,0.147471
UGC,A153491531167206,0.14747
UGC,A716567272080195,0.14747
UGC,A971130997869052,0.147468
UGC,A381374967213020,0.147468
UGC,A706873439184753,0.147467
UGC,A257140396861033,0.147464
UGC,A162833348797315,0.146203
UGC,A959300729329373,0.145648
UGC,A461534843502638,0.145457
UGC,A264356683428994,0.145156
UGC,A637796622209710,0.145144
UGC,A564794226304472,0.142476
UGC,A227628162707870,0.142206
UGC,A277717392019640,0.142116
UGC,A959518881682720,0.142089
UGC,A661886118992826,0.1418
UGC,A509650522211363,0.1418
UGC,A898339704414610,0.141796
UGC,A756122817907288,0.138679
UGC,A410322334666676,0.138533
UGC,A377605235965249,0.137432
UGC,A753863649170963,0.137238
UGC,A743299451602373,0.136666
UGC,A876321320864319,0.136584
UGC,A158508974261890,0.136128
UGC,A241810506000066,0.136123
UGC,A164286680209451,0.135716
UGC,A575158380748005,0.13519
UGC,A595488415874711,0.133812
UGC,A671909818201880,0.133684
UGC,A846682036234614,0.132335
UGC,A155238681762359,0.131687
UGC,A965258186582605,0.131182
UGC,A259466162571178,0.130456
UGC,A195437729875652,0.130456
UGC,A327750897396801,0.130454
UGC,A998286336850106,0.130446
UGC,A988680881800407,0.130296
UGC,A468708881448837,0.127329
UGC,A465455721378231,0.124784
UGC,A968267410753366,0.124783
UGC,A358805758500283,0.124782
UGC,A631102524723062,0.124782
UGC,A302914578738680,0.124781
UGC,A879300102001550,0.12478
UGC,A343935696599096,0.123451
UGC,A521534958805080,0.119891
UGC,A632063127834329,0.119188
UGC,A298564440041666,0.119112
UGC,A634169375630151,0.119112
UGC,A681440532699308,0.119111
UGC,A403448587422743,0.11911
UGC,A475024317592709,0.11911
UGC,A524254196422493,0.119109
UGC,A546456524537064,0.119108
UGC,A563505034961631,0.11739
UGC,A416852764575894,0.117378
UGC,A251897930944718,0.116824
UGC,A968243227500727,0.11656
UGC,A971266753993277,0.116413
UGC,A893213551829538,0.114346
UGC,A209145670441235,0.11344
UGC,A351661839734692,0.11344
UGC,A803296616957108,0.113439
UGC,A307418893941520,0.113439
UGC,A378443777899681,0.113433
UGC,A240788951843247,0.112188
UGC,A405221737887654,0.112041
UGC,A227781725230242,0.110665
UGC,A432451649917418,0.110522
UGC,A417803550626237,0.10932
UGC,A352252193678360,0.108808
UGC,A756649420611305,0.108636
UGC,A361618564032002,0.107768
UGC,A603784075633503,0.107768
UGC,A476156428300258,0.107766
UGC,A431885808917701,0.103569
UGC,A748242289716226,0.103569
UGC,A233592887522811,0.103569
UGC,A317245731886906,0.103562
UGC,A828463316605266,0.1034
UGC,A887773086472917,0.103399
UGC,A877310666369716,0.10336
UGC,A204273335738790,0.102096
UGC,A889431315050007,0.102095
UGC,A422281662152793,0.102093
UGC,A151389428451412,0.101296
UGC,A978036212557290,0.101082
UGC,A550963167781118,0.101082
UGC,A570202853193207,0.100693
UGC,A177457665364306,0.099777
UGC,A277449546982363,0.099203
UGC,A246374206776624,0.097026
UGC,A360442532621627,0.096761
UGC,A566496097961789,0.096423
UGC,A244229514624597,0.096422
UGC,A228203210391740,0.096421
UGC,A748722620650406,0.096415
UGC,A531735398679920,0.096187
UGC,A353851068218296,0.095966
UGC,A319109432316150,0.095965
UGC,A358023627254637,0.094692
UGC,A156972603181918,0.094626
UGC,A643190664626274,0.094515
UGC,A256885102150354,0.094108
UGC,A639086142352495,0.09336
UGC,A366200016505077,0.093003
UGC,A540632090004618,0.092128
UGC,A997236413111577,0.090752
UGC,A536676594300326,0.09075
UGC,A953007932850534,0.09007
UGC,A134648847841761,0.090021
UGC,A921857396244835,0.089069
UGC,A736606466444020,0.087702
UGC,A538369358155148,0.087182
UGC,A328087972471389,0.086384
UGC,A907137042627009,0.086381
UGC,A821512649481402,0.085955
UGC,A953972911387589,0.085833
UGC,A275169251813944,0.08508
UGC,A595594450389064,0.085079
UGC,A401898182889952,0.085078
UGC,A959131923305784,0.085076
UGC,A933480907447653,0.084916
UGC,A785346618258800,0.084844
UGC,A806793864963551,0.084066
UGC,A406873704215152,0.083541
UGC,A448847305698227,0.083056
UGC,A945260572614580,0.082631
UGC,A763862402228741,0.082167
UGC,A372989721924309,0.081522
UGC,A438644936530705,0.079408
UGC,A232157628010066,0.079407
UGC,A698165215456692,0.079407
UGC,A633787166335006,0.079406
UGC,A364983519421159,0.079405
UGC,A231740002631649,0.078516
UGC,A561495890703783,0.077453
UGC,A541633927006659,0.077033
UGC,A365867010771086,0.076002
UGC,A401360611300486,0.074876
UGC,A669672302131083,0.073794
UGC,A228917614269265,0.073735
UGC,A860585570231486,0.073734
UGC,A657485124356470,0.073732
UGC,A439469268675521,0.072723
UGC,A269257095704305,0.070668
UGC,A329489561703178,0.069178
UGC,A312307644906497,0.069104
UGC,A115583465749505,0.068464
UGC,A342855306271018,0.068431
UGC,A463101428178710,0.068064
UGC,A249638814620154,0.068064
UGC,A433759992562640,0.068062
UGC,A747015300199736,0.066903
UGC,A746897951117893,0.066444
UGC,A433959825024855,0.065459
UGC,A613032834987094,0.064764
UGC,A477742539987376,0.063919
UGC,A859069399810489,0.063216
UGC,A922670782463916,0.062901
UGC,A625858588232914,0.062392
UGC,A604054022112789,0.062392
UGC,A273761567323200,0.062392
UGC,A106020110410723,0.062392
UGC,A849334387679039,0.062391
UGC,A764773710246589,0.06239
UGC,A721123852367060,0.061933
UGC,A207305342739524,0.061157
UGC,A362003154353348,0.06021
UGC,A747416110861847,0.060076
UGC,A908112697179730,0.060076
UGC,A643299669564131,0.059155
UGC,A664406495047990,0.058023
UGC,A157784792441672,0.057877
UGC,A368590836113090,0.05674
UGC,A322599682106895,0.05672
UGC,A830461161878165,0.05672
UGC,A957409366395461,0.05672
UGC,A941994552381898,0.05672
UGC,A712829032211195,0.05672
UGC,A249479105817438,0.056719
UGC,A224199382429691,0.056718
UGC,A479685827857767,0.056718
UGC,A615481976289892,0.055982
UGC,A394877722590585,0.055274
UGC,A844563617158626,0.055201
UGC,A233226967817926,0.054614
UGC,A848528767166641,0.052579
UGC,A571348836409477,0.052433
UGC,A227740027340896,0.052351
UGC,A714506551458133,0.052309
UGC,A542381507450560,0.052235
UGC,A628036845697773,0.051938
UGC,A543582253621494,0.051048
UGC,A153805477838351,0.051048
UGC,A717862610177200,0.051048
UGC,A135442876123909,0.051048
UGC,A357798002799558,0.051048
UGC,A819807181625329,0.051047
UGC,A668519294715055,0.051046
UGC,A650816865974881,0.050643
UGC,A210121216354913,0.049696
UGC,A238974373839231,0.047984
UGC,A264258811719149,0.047734
UGC,A150460441446289,0.046876
UGC,A462122195421728,0.046801
UGC,A804774629504055,0.046746
UGC,A154708438132395,0.046566
UGC,A298348200824150,0.04656
UGC,A242093924792133,0.046303
UGC,A772039850693890,0.046224
UGC,A451183326071764,0.046147
UGC,A863402658666671,0.046147
UGC,A504929734729931,0.046132
UGC,A632744269103711,0.045895
UGC,A945408670618225,0.045895
UGC,A522010814909364,0.045432
UGC,A868558555369555,0.045376
UGC,A748578011199201,0.045376
UGC,A571761972697085,0.045376
UGC,A475644794289478,0.045376
UGC,A381724505219326,0.045376
UGC,A570528002040683,0.045376
UGC,A643395496038939,0.045376
UGC,A192959915465238,0.045376
UGC,A950776690293690,0.045376
UGC,A244469223517612,0.045374
UGC,A158322031929018,0.045373
UGC,A331510441310406,0.045
UGC,A813381716994984,0.04464
UGC,A216967829373762,0.044406
UGC,A753691839400154,0.044153
UGC,A661394010279883,0.043944
UGC,A242238973294838,0.043817
UGC,A276354578974138,0.042909
UGC,A557585101492033,0.042897
UGC,A208475498949139,0.042115
UGC,A537115978445715,0.041904
UGC,A973930044511942,0.041397
UGC,A210009793652158,0.041095
UGC,A127148285902249,0.041008
UGC,A639857944509729,0.041008
UGC,A309201643591694,0.041006
UGC,A513426734456143,0.040274
UGC,A175987086534346,0.039876
UGC,A144910581900529,0.039704
UGC,A261595538978699,0.039704
UGC,A574898828210550,0.039704
UGC,A200451695814382,0.039704
UGC,A903455893677630,0.039704
UGC,A298637551460100,0.039704
UGC,A252904322913008,0.039704
UGC,A982992836579320,0.039704
UGC,A644620315163399,0.039703
UGC,A145982141699364,0.039702
UGC,A593469191776948,0.039702
UGC,A727802248203014,0.039038
UGC,A477545667723713,0.038832
UGC,A932970294877896,0.038567
UGC,A469677284394003,0.038412
UGC,A604688400451119,0.038276
UGC,A702455963516515,0.037388
UGC,A759844834172952,0.037141
UGC,A144764755667316,0.036856
UGC,A464001333650737,0.036256
UGC,A654253420338583,0.036179
UGC,A230738766909170,0.035563
UGC,A878053650625540,0.035559
UGC,A879329879243236,0.035336
UGC,A860355151627187,0.035336
UGC,A295115499647052,0.035072
UGC,A873591811075851,0.035072
UGC,A747099654273926,0.035027
UGC,A432641973300957,0.035008
UGC,A628929577608913,0.034837
UGC,A943928603712133,0.034598
UGC,A701917513345455,0.034032
UGC,A537720244151796,0.034032
UGC,A549728862732027,0.034032
UGC,A555490193893887,0.034032
UGC,A755240928425850,0.034032
UGC,A603098421341082,0.034032
UGC,A910262673293400,0.034032
UGC,A720734298940300,0.034032
UGC,A333746236524869,0.034032
UGC,A531018644233231,0.034032
UGC,A786973805251870,0.033994
UGC,A207745000905213,0.033948
UGC,A144706187121204,0.033918
UGC,A200846964255899,0.033099
UGC,A861748815347998,0.032376
UGC,A927124965873820,0.032149
UGC,A764250790609345,0.031864
UGC,A876870430175247,0.030968
UGC,A248897442031602,0.030374
UGC,A136003277547188,0.030093
UGC,A831711334832023,0.029882
UGC,A360198949405367,0.029867
UGC,A189967021854663,0.029664
UGC,A843812924665760,0.0294
UGC,A749734684314182,0.029167
UGC,A630025150677525,0.028735
UGC,A766692767066181,0.028667
UGC,A648522351229923,0.028652
UGC,A740780258508552,0.028466
UGC,A867795734919426,0.02836
UGC,A815846894873642,0.02836
UGC,A944178896662187,0.02836
UGC,A240566667299152,0.02836
UGC,A882172045380906,0.02836
UGC,A342040707823956,0.02836
UGC,A323992524652740,0.02836
UGC,A787405387736938,0.02836
UGC,A413750840315608,0.02836
UGC,A922807232487884,0.02836
UGC,A673000862731379,0.028359
UGC,A640643216052658,0.028358
UGC,A405524079274989,0.028358
UGC,A533374186955195,0.028358
UGC,A740112333163526,0.028012
UGC,A449614078593552,0.027628
UGC,A534138891427668,0.027348
UGC,A942384202023780,0.027239
UGC,A411694598351739,0.026749
UGC,A413065446434550,0.026612
UGC,A169957179223387,0.026589
UGC,A707408209498640,0.026058
UGC,A339030778495986,0.025954
UGC,A320425445578430,0.025913
UGC,A423708934099603,0.02591
UGC,A704810397631038,0.02552
UGC,A341657814137144,0.0255
UGC,A466364150728782,0.025492
UGC,A218664433313950,0.0254
UGC,A330605055775484,0.025241
UGC,A624631070178012,0.024632
UGC,A383053133564259,0.023992
UGC,A758960097319028,0.023992
UGC,A991798931974840,0.023703
UGC,A477960461516484,0.023522
UGC,A329770832385458,0.023518
UGC,A953762022537233,0.023499
UGC,A640633089080667,0.023026
UGC,A821817725466255,0.023026
UGC,A307662550636472,0.022945
UGC,A726504164262742,0.022745
UGC,A177423135708639,0.022735
UGC,A668088881954238,0.022688
UGC,A568944296425308,0.022688
UGC,A271658657906639,0.022688
UGC,A112743452925681,0.022688
UGC,A124628919026317,0.022688
UGC,A615890138603337,0.022688
UGC,A600085401514789,0.022688
UGC,A118366401344495,0.022688
UGC,A184632774184127,0.022688
UGC,A719053485966991,0.022688
UGC,A603897454917668,0.022688
UGC,A968072340740439,0.022688
UGC,A555193434797256,0.022687
UGC,A515624594662892,0.022687
UGC,A708031143281161,0.022687
UGC,A545906078141532,0.022687
UGC,A417758183024208,0.022687
UGC,A578419960787436,0.022686
UGC,A748866950551752,0.022686
UGC,A552437503433423,0.022513
UGC,A367354296292706,0.022121
UGC,A903555837731999,0.021214
UGC,A333986449794650,0.021108
UGC,A552837319869714,0.021061
UGC,A448354122574630,0.020964
UGC,A851836210487987,0.020876
UGC,A201373534102752,0.020337
UGC,A601137886062476,0.019966
UGC,A519363900357504,0.019624
UGC,A155497882215618,0.019333
UGC,A408284689015655,0.019102
UGC,A165173464555089,0.019034
UGC,A439434379387470,0.019034
UGC,A426571956083286,0.018819
UGC,A544023446006922,0.018602
UGC,A845971855468516,0.018572
UGC,A331916790595606,0.01832
UGC,A137745495456196,0.018315
UGC,A465142704750433,0.018086
UGC,A368721228963914,0.018082
UGC,A863287830409863,0.017802
UGC,A103191279174285,0.017773
UGC,A413169392901510,0.017643
UGC,A148208754247365,0.017424
UGC,A765349120174434,0.017389
UGC,A611536577078769,0.017177
UGC,A505470974338912,0.017105
UGC,A800099778764109,0.017016
UGC,A346502051374676,0.017016
UGC,A798525546557175,0.017016
UGC,A391341210238984,0.017016
UGC,A249676158924617,0.017016
UGC,A758165859184367,0.017016
UGC,A568547122476687,0.017016
UGC,A552806105147895,0.017016
UGC,A481288551997373,0.017016
UGC,A726418456135591,0.017016
UGC,A375992203441420,0.017016
UGC,A913139625155470,0.017016
UGC,A912419195945264,0.017016
UGC,A721177093770019,0.017016
UGC,A703475485571500,0.017016
UGC,A348586910305590,0.017015
UGC,A422149629389187,0.017014
UGC,A718584116981060,0.016902
UGC,A350484928878088,0.016882
UGC,A791854536195353,0.016814
UGC,A629602771651188,0.01679
UGC,A642804750259093,0.016549
UGC,A101964550164595,0.016515
UGC,A405630285396558,0.015704
UGC,A816198845303119,0.01569
UGC,A537488494557634,0.015648
UGC,A711210297865156,0.015152
UGC,A131560110300551,0.01507
UGC,A708535545309880,0.014864
UGC,A750585564304727,0.014702
UGC,A635282625297235,0.0147
UGC,A305918624167911,0.0147
UGC,A903495421059663,0.0147
UGC,A168389491934201,0.0147
UGC,A317162292185833,0.014477
UGC,A903854083996025,0.01413
UGC,A305620315643023,0.013836
UGC,A827236157557728,0.013654
UGC,A442345448254508,0.013575
UGC,A757802049257735,0.013406
UGC,A140130381489327,0.013403
UGC,A424035904066368,0.013133
UGC,A536868667891980,0.013131
UGC,A223106038506487,0.013069
UGC,A110714235841833,0.01306
UGC,A268936643442979,0.012892
UGC,A865071720166850,0.012842
UGC,A570198772572165,0.012819
UGC,A925937939509983,0.012388
UGC,A158115864644659,0.012233
UGC,A496993031080634,0.01201
UGC,A565097263639913,0.011716
UGC,A807949765795231,0.011667
UGC,A671659184558292,0.011666
UGC,A653741054883262,0.011666
UGC,A727707625682896,0.011583
UGC,A666663289736930,0.011344
UGC,A945276223577711,0.011344
UGC,A115306414859158,0.011344
UGC,A916160515258212,0.011344
UGC,A924489209481662,0.011344
UGC,A830594057780601,0.011344
UGC,A447087145033255,0.011344
UGC,A861141035498345,0.011344
UGC,A625296134212527,0.011344
UGC,A413181912686859,0.011344
UGC,A280362089161722,0.011344
UGC,A401038844384096,0.011344
UGC,A346069723422350,0.011344
UGC,A109706195613752,0.011344
UGC,A973730061611930,0.011344
UGC,A467941514418572,0.011344
UGC,A715377654778820,0.011344
UGC,A463711204103828,0.011344
UGC,A233612411247749,0.011344
UGC,A693037291370567,0.011344
UGC,A904999558411255,0.011344
UGC,A253413331037625,0.011344
UGC,A266732835130379,0.011343
UGC,A201882167681931,0.011332
UGC,A987358185527933,0.011251
UGC,A507547818367493,0.010808
UGC,A100528914527044,0.010669
UGC,A876502545810992,0.010618
UGC,A443710227178846,0.010282
UGC,A575434306993250,0.010227
UGC,A771592855731813,0.010223
UGC,A609948886215211,0.010215
UGC,A872422765334334,0.010097
UGC,A408229595969914,0.010075
UGC,A430627510272710,0.009895
UGC,A200310841973708,0.009879
UGC,A739740643503511,0.009798
UGC,A844867039398388,0.009784
UGC,A133111340562446,0.00962
UGC,A713233681061753,0.009587
UGC,A949298476647837,0.009146
UGC,A549417357036584,0.008683
UGC,A823204407045850,0.008683
UGC,A551180303495517,0.008681
UGC,A521897157109105,0.008681
UGC,A430877583839807,0.008561
UGC,A434660203138931,0.008507
UGC,A947498934554085,0.00834
UGC,A877080600860848,0.008153
UGC,A805142928755108,0.007961
UGC,A953800568346240,0.007891
UGC,A418963761482403,0.007891
UGC,A834879013591632,0.007887
UGC,A712795823960479,0.007864
UGC,A863880939302267,0.007741
UGC,A501999637353673,0.007406
UGC,A578088439870435,0.00726
UGC,A802555980058747,0.007226
UGC,A638734097772194,0.00709
UGC,A308042097929345,0.007048
UGC,A951488213543702,0.007017
UGC,A916052261437293,0.006976
UGC,A226336500245117,0.006976
UGC,A508690788538332,0.006976
UGC,A914351128342391,0.006817
UGC,A200156122214313,0.006741
UGC,A676354879279843,0.0066
UGC,A727174748561956,0.006453
UGC,A801948941159728,0.006449
UGC,A934753237429723,0.006402
UGC,A942102247741278,0.006402
UGC,A228634834695009,0.006071
UGC,A807121212809384,0.005998
UGC,A763211521146682,0.005993
UGC,A586928255278560,0.005744
UGC,A618955761795238,0.005674
UGC,A535768239920494,0.005674
UGC,A279681325750131,0.005672
UGC,A400771341444336,0.005672
UGC,A344955108409109,0.005672
UGC,A559294474133917,0.005672
UGC,A746580907719166,0.005672
UGC,A937122814218385,0.005672
UGC,A132868146763197,0.005672
UGC,A212033208592108,0.005672
UGC,A247073063485070,0.005672
UGC,A655699620880786,0.005672
UGC,A526095749815859,0.005672
UGC,A590677967785131,0.005672
UGC,A144660510276412,0.005672
UGC,A772184910834203,0.005672
UGC,A657825583967443,0.005672
UGC,A756344836165629,0.005672
UGC,A125356742470626,0.005672
UGC,A190260889405456,0.005672
UGC,A144237860743232,0.005672
UGC,A437941628922266,0.005672
UGC,A874370185164166,0.005672
UGC,A205244147394004,0.005672
UGC,A526325400224312,0.005672
UGC,A114817118024733,0.005672
UGC,A593930300579065,0.005672
UGC,A804496109775632,0.005672
UGC,A235289800481428,0.005672
UGC,A509505812162290,0.005672
UGC,A112814200011755,0.005672
UGC,A409663324560758,0.005672
UGC,A211129557698924,0.005672
UGC,A775807057789340,0.005672
UGC,A113877561365160,0.005672
UGC,A920915114459796,0.005672
UGC,A232839923834062,0.005672
UGC,A776699385870717,0.005672
UGC,A943592102609483,0.005672
UGC,A931745431740781,0.005672
UGC,A309029952109385,0.005672
UGC,A144429092314076,0.005672
UGC,A261597859764068,0.005672
UGC,A276783336370721,0.005672
UGC,A933158824084480,0.005672
UGC,A530520036556394,0.005672
UGC,A577248292137027,0.005672
UGC,A767036870066791,0.005672
UGC,A616590754136864,0.005672
UGC,A113490060686797,0.005672
UGC,A278054845510555,0.005672
UGC,A465008332773245,0.005672
UGC,A108966424178987,0.005672
UGC,A673027437186465,0.005672
UGC,A316349019715973,0.005672
UGC,A432763377404662,0.005672
UGC,A266665483415979,0.005672
UGC,A767526903076877,0.005672
UGC,A185948256569181,0.005672
UGC,A168276489655484,0.005188
UGC,A676817255877001,0.005068
UGC,A234544840463170,0.004901
UGC,A526913830480764,0.004859
UGC,A999005536181618,0.004645
UGC,A265961804592855,0.004551
UGC,A611771620775156,0.004551
UGC,A119561925340499,0.004551
UGC,A669712180954003,0.004551
UGC,A512735359471873,0.00446
UGC,A636961073305099,0.004349
UGC,A253312003649828,0.004184
UGC,A927037335991936,0.00413
UGC,A776860689686249,0.004064
UGC,A947733616700056,0.003997
UGC,A377481495162852,0.003841
UGC,A234842818883364,0.003782
UGC,A274354754624864,0.003742
UGC,A115910718149432,0.003689
UGC,A820580943761286,0.003675
UGC,A257676826922281,0.003672
UGC,A315384983436219,0.003641
UGC,A560980143807806,0.003481
UGC,A323879466981747,0.003466
UGC,A623345116548755,0.003443
UGC,A813195443619545,0.003388
UGC,A547255649668999,0.00326
UGC,A265611952943657,0.003227
UGC,A923636046101821,0.003172
UGC,A177717995620471,0.003087
UGC,A429787127516764,0.003087
UGC,A272198596744073,0.002884
UGC,A500129229517678,0.002874
UGC,A124766710911211,0.002867
UGC,A719752096774478,0.002854
UGC,A802067112117704,0.002848
UGC,A855114809033447,0.002837
UGC,A746101839872429,0.002837
UGC,A565832713026541,0.00283
UGC,A665453267905635,0.002469
UGC,A890704724109411,0.002399
UGC,A832300171461502,0.002126
UGC,A828302442261932,0.001962
UGC,A940227801051895,0.001891
UGC,A718753478104494,0.001408
UGC,A910056505497796,0.001279
UGC,A697059274095471,0.001222
UGC,A738800472999339,0.001209
UGC,A609542490450488,0.000861
UGC,A716999553196035,0.00082
UGC,A660244863717029,0.000775
UGC,A233903095433307,0.000228
UGC,A565783604020506,0.000199
UGC,A627465449653608,0.000199
